ReporteOvitrampasActivas
CENTRO NACIONAL EN VIGILANCIA EPIDEMIOLÓGICA Y CONTROL DE ENFERMEDADES
Reporte de Ovitrampas Activas por Estado en el año 2025
Estado: 11 Guanajuato


Fecha de Impresión: 14-01-2025 6:58:27 AM

Clave_de_Ubicación,Folio_de_Ovitrampas,Fecha_de_Creación,No_de_Lecturas,Huevos_Ubicados,X,Y,Ovitrampa,OviEscuela,Tipo_de_Escuela,Clave_SEP,
11001000100020046,110010001,07-03-2018 2:01:29 PM,2,0,-102,20,X,,,,
11001000100020046,110010002,07-03-2018 2:02:33 PM,2,0,-102,20,X,,,,
11001000100020046,110010003,07-03-2018 2:03:05 PM,2,0,-102,20,X,,,,
11001000100020046,110010004,07-03-2018 2:03:44 PM,2,0,-102,20,X,,,,
11001000100010005,110010005,07-03-2018 2:08:07 PM,2,0,-102,20,X,,,,
11001000100010005,110010006,07-03-2018 2:09:15 PM,2,0,-102,20,X,,,,
11001000100010005,110010007,07-03-2018 2:09:52 PM,2,0,-102,20,X,,,,
11001000100010005,110010008,07-03-2018 2:10:56 PM,2,0,-102,20,X,,,,
11001000100070029,110010009,07-03-2018 2:15:52 PM,2,0,-102,20,X,,,,
11001000100070029,110010010,07-03-2018 2:16:52 PM,2,0,-102,20,X,,,,
11001000100070029,110010011,07-03-2018 2:18:02 PM,2,0,-102,20,X,,,,
11001000100070029,110010012,07-03-2018 2:18:56 PM,2,0,-102,20,X,,,,
11001000100040007,110010013,07-03-2018 2:20:21 PM,2,0,-102,20,X,,,,
11001000100040007,110010014,07-03-2018 2:21:00 PM,2,0,-102,20,X,,,,
11001000100040007,110010015,07-03-2018 2:22:08 PM,2,0,-102,20,X,,,,
11001000100040007,110010016,07-03-2018 2:22:46 PM,2,0,-102,20,X,,,,
11001000100100026,110010021,07-03-2018 2:27:48 PM,2,0,-102,20,X,,,,
11001000100100026,110010022,07-03-2018 2:28:36 PM,2,0,-102,20,X,,,,
11001000100100026,110010023,07-03-2018 2:29:06 PM,2,0,-102,20,X,,,,
11001000100100026,110010024,07-03-2018 2:34:23 PM,2,0,-102,20,X,,,,
11001000100110018,110010025,07-03-2018 2:41:20 PM,2,0,-102,20,X,,,,
11001000100110018,110010026,07-03-2018 2:42:14 PM,2,0,-102,20,X,,,,
11001000100110018,110010027,07-03-2018 2:43:04 PM,2,0,-102,20,X,,,,
11001000100110018,110010028,07-03-2018 2:43:30 PM,2,0,-102,20,X,,,,
11001000100110009,110010029,07-03-2018 2:44:34 PM,2,0,-102,20,X,,,,
11001000100110009,110010030,07-03-2018 2:45:08 PM,2,0,-102,20,X,,,,
11001000100110009,110010031,07-03-2018 2:45:41 PM,2,0,-102,20,X,,,,
11001000100110009,110010032,07-03-2018 2:46:07 PM,2,0,-102,20,X,,,,
11001000100020039,110010033,22-03-2018 9:33:21 AM,2,0,-102,20,X,,,,
11001000100020039,110010034,22-03-2018 9:34:24 AM,2,0,-102,20,X,,,,
11001000100020039,110010035,22-03-2018 9:34:57 AM,2,0,-102,20,X,,,,
11001000100020039,110010036,22-03-2018 9:35:27 AM,2,0,-102,20,X,,,,
11001000100010036,110010037,22-03-2018 9:37:47 AM,2,0,-102,20,X,,,,
11001000100010036,110010038,22-03-2018 9:38:08 AM,2,0,-102,20,X,,,,
11001000100010036,110010039,22-03-2018 9:39:08 AM,2,0,-102,20,X,,,,
11001000100010036,110010040,22-03-2018 9:39:57 AM,2,0,-102,20,X,,,,
11001000100010002,110010041,22-03-2018 9:42:06 AM,2,0,-102,20,X,,,,
11001000100010002,110010042,22-03-2018 9:43:17 AM,2,0,-102,20,X,,,,
11001000100010002,110010043,22-03-2018 9:44:04 AM,2,0,-102,20,X,,,,
11001000100010002,110010044,22-03-2018 9:50:10 AM,2,0,-102,20,X,,,,
11001000100060013,110010045,22-03-2018 9:52:36 AM,2,0,-102,20,X,,,,
11001000100060013,110010046,22-03-2018 9:54:20 AM,2,0,-102,20,X,,,,
11001000100060013,110010047,22-03-2018 9:54:46 AM,2,0,-102,20,X,,,,
11001000100060013,110010048,22-03-2018 9:55:45 AM,2,0,-102,20,X,,,,
11001000100060074,110010049,22-03-2018 9:56:50 AM,2,0,-102,20,X,,,,
11001000100060074,110010050,22-03-2018 9:57:16 AM,2,0,-102,20,X,,,,
11001000100060074,110010051,22-03-2018 9:57:37 AM,2,0,-102,20,X,,,,
11001000100060074,110010052,22-03-2018 9:57:54 AM,2,0,-102,20,X,,,,
11001000100060017,110010053,22-03-2018 9:59:20 AM,2,0,-102,20,X,,,,
11001000100060017,110010054,22-03-2018 10:00:19 AM,2,0,-102,20,X,,,,
11001000100060017,110010055,22-03-2018 10:01:40 AM,2,0,-102,20,X,,,,
11001000100060017,110010056,22-03-2018 10:02:03 AM,2,0,-102,20,X,,,,
11001000100100048,110010057,22-03-2018 10:04:47 AM,2,0,-102,20,X,,,,
11001000100100048,110010058,22-03-2018 10:05:20 AM,2,0,-102,20,X,,,,
11001000100100048,110010059,22-03-2018 10:05:53 AM,2,0,-102,20,X,,,,
11001000100100048,110010060,22-03-2018 10:06:33 AM,2,0,-102,20,X,,,,
11001000100100054,110010061,22-03-2018 10:08:10 AM,2,0,-102,20,X,,,,
11001000100100054,110010062,22-03-2018 10:08:46 AM,2,0,-102,20,X,,,,
11001000100100054,110010063,22-03-2018 10:09:32 AM,2,0,-102,20,X,,,,
11001000100100054,110010064,22-03-2018 10:10:05 AM,2,0,-102,20,X,,,,
11001000100080029,110010065,14-05-2018 9:37:39 AM,2,0,-102,20,X,,,,
11001000100080029,110010066,14-05-2018 9:38:28 AM,2,0,-102,20,X,,,,
11001000100080029,110010067,14-05-2018 9:38:56 AM,2,77,-102,20,X,,,,
11001000100080029,110010068,14-05-2018 9:39:35 AM,2,0,-102,20,X,,,,
11001000100080054,110010069,14-05-2018 9:40:58 AM,2,0,-102,20,X,,,,
11001000100080054,110010070,14-05-2018 9:41:20 AM,2,0,-102,20,X,,,,
11001000100080054,110010071,14-05-2018 9:41:44 AM,2,0,-102,20,X,,,,
11001000100080054,110010072,14-05-2018 9:42:04 AM,2,0,-102,20,X,,,,
11001000100080027,110010073,14-05-2018 9:43:15 AM,2,0,-102,20,X,,,,
11001000100080027,110010074,14-05-2018 9:43:42 AM,2,0,-102,20,X,,,,
11001000100080027,110010075,14-05-2018 9:44:02 AM,2,0,-102,20,X,,,,
11001000100080027,110010076,14-05-2018 9:44:29 AM,2,0,-102,20,X,,,,
11001000100080028,110010077,14-05-2018 9:45:08 AM,2,0,-102,20,X,,,,
11001000100080028,110010078,14-05-2018 9:45:25 AM,2,0,-102,20,X,,,,
11001000100080028,110010079,14-05-2018 9:45:52 AM,2,0,-102,20,X,,,,
11001000100080028,110010080,14-05-2018 9:46:33 AM,2,0,-102,20,X,,,,
11001000100090001,110010081,14-05-2018 9:47:34 AM,2,0,-102,20,X,,,,
11001000100090001,110010082,14-05-2018 9:47:56 AM,2,0,-102,20,X,,,,
11001000100090001,110010083,14-05-2018 9:48:24 AM,2,0,-102,20,X,,,,
11001000100090001,110010084,14-05-2018 9:49:08 AM,2,0,-102,20,X,,,,
11001000100040014,110010085,14-05-2018 9:50:11 AM,2,0,-102,20,X,,,,
11001000100040014,110010086,14-05-2018 9:50:47 AM,2,0,-102,20,X,,,,
11001000100040014,110010087,14-05-2018 9:51:17 AM,2,0,-102,20,X,,,,
11001000100040014,110010088,14-05-2018 9:51:59 AM,2,0,-102,20,X,,,,
11001000100020008,110010089,14-05-2018 9:53:05 AM,2,0,-102,20,X,,,,
11001000100020008,110010090,14-05-2018 9:53:20 AM,2,0,-102,20,X,,,,
11001000100020008,110010091,14-05-2018 9:53:40 AM,2,0,-102,20,X,,,,
11001000100020008,110010092,14-05-2018 9:54:19 AM,2,0,-102,20,X,,,,
11001000100030030,110010093,14-05-2018 9:55:03 AM,2,0,-102,20,X,,,,
11001000100030030,110010094,14-05-2018 9:55:25 AM,2,0,-102,20,X,,,,
11001000100030030,110010095,14-05-2018 9:55:52 AM,2,0,-102,20,X,,,,
11001000100030030,110010096,14-05-2018 9:56:46 AM,2,0,-102,20,X,,,,
11001000100020051,110010097,14-05-2018 9:57:28 AM,2,0,-102,20,X,,,,
11001000100020051,110010098,14-05-2018 9:57:43 AM,2,0,-102,20,X,,,,
11001000100020051,110010099,14-05-2018 9:58:05 AM,2,0,-102,20,X,,,,
11001000100020051,110010100,14-05-2018 9:58:41 AM,2,0,-102,20,X,,,,
11001000100090052,110010101,14-05-2018 10:00:22 AM,2,0,-102,20,X,,,,
11001000100090052,110010102,14-05-2018 10:00:46 AM,2,0,-102,20,X,,,,
11001000100090052,110010103,14-05-2018 10:01:10 AM,2,0,-102,20,X,,,,
11001000100090052,110010104,14-05-2018 10:01:25 AM,2,0,-102,20,X,,,,
11001000100020045,110010105,14-05-2018 10:03:54 AM,2,0,-102,20,X,,,,
11001000100020045,110010106,14-05-2018 10:04:31 AM,2,0,-102,20,X,,,,
11001000100020045,110010107,14-05-2018 10:05:05 AM,2,0,-102,20,X,,,,
11001000100020045,110010108,14-05-2018 10:06:36 AM,2,0,-102,20,X,,,,
11001000100070048,110010109,18-06-2018 11:34:14 AM,2,0,-102,20,X,,,,
11001000100070048,110010110,18-06-2018 11:36:07 AM,2,0,-102,20,X,,,,
11001000100070048,110010111,18-06-2018 11:36:32 AM,2,0,-102,20,X,,,,
11001000100070048,110010112,18-06-2018 11:37:18 AM,2,0,-102,20,X,,,,
11001000100050034,110010113,18-06-2018 11:39:01 AM,2,0,-102,20,X,,,,
11001000100050034,110010114,18-06-2018 11:39:41 AM,2,0,-102,20,X,,,,
11001000100050034,110010115,18-06-2018 11:40:12 AM,2,0,-102,20,X,,,,
11001000100050034,110010116,18-06-2018 11:40:34 AM,2,0,-102,20,X,,,,
11001000100070007,110010117,18-06-2018 11:42:08 AM,2,0,-102,20,X,,,,
11001000100070007,110010118,18-06-2018 11:43:13 AM,2,0,-102,20,X,,,,
11001000100070007,110010119,18-06-2018 11:44:04 AM,2,0,-102,20,X,,,,
11001000100070007,110010120,18-06-2018 11:44:36 AM,2,0,-102,20,X,,,,
11001000100110019,110010121,18-06-2018 11:48:09 AM,2,67,-102,20,X,,,,
11001000100110019,110010122,18-06-2018 11:48:41 AM,2,0,-102,20,X,,,,
11001000100110019,110010123,18-06-2018 11:49:32 AM,2,0,-102,20,X,,,,
11001000100110019,110010124,18-06-2018 11:50:41 AM,2,0,-102,20,X,,,,
11002000100680023,110020428,19-02-2018 11:53:41 AM,1,0,-101,20,X,,,,
11002000100680023,110020429,19-02-2018 11:57:54 AM,1,0,-101,20,X,,,,
11002000100680023,110020430,19-02-2018 12:04:45 PM,1,0,-101,20,X,,,,
11002000100680023,110020431,19-02-2018 12:05:03 PM,1,0,-101,20,X,,,,
11002000100680020,110020432,19-02-2018 12:05:46 PM,1,0,-101,20,X,,,,
11002000100680020,110020433,19-02-2018 12:05:52 PM,1,0,-101,20,X,,,,
11002000100680020,110020434,19-02-2018 12:06:03 PM,1,0,-101,20,X,,,,
11002000100680020,110020435,19-02-2018 12:06:22 PM,1,0,-101,20,X,,,,
11002000100680022,110020436,19-02-2018 12:06:43 PM,1,0,-101,20,X,,,,
11002000100680022,110020437,19-02-2018 12:07:05 PM,1,0,-101,20,X,,,,
11002000100680022,110020438,19-02-2018 12:07:21 PM,1,0,-101,20,X,,,,
11002000100680022,110020439,19-02-2018 12:07:39 PM,1,0,-101,20,X,,,,
11002000100660031,110020440,19-02-2018 12:07:54 PM,1,0,-101,20,X,,,,
11002000100660031,110020441,19-02-2018 12:08:11 PM,1,0,-101,20,X,,,,
11002000100660031,110020442,19-02-2018 12:08:28 PM,1,0,-101,20,X,,,,
11002000100660031,110020443,19-02-2018 12:08:40 PM,1,0,-101,20,X,,,,
11002000100660022,110020444,19-02-2018 12:08:57 PM,1,0,-101,20,X,,,,
11002000100660022,110020445,19-02-2018 12:09:12 PM,1,0,-101,20,X,,,,
11002000100660022,110020446,19-02-2018 12:10:00 PM,1,0,-101,20,X,,,,
11002000100660022,110020447,19-02-2018 12:10:15 PM,1,0,-101,20,X,,,,
11002000100630014,110020448,19-02-2018 12:11:02 PM,1,0,-101,20,X,,,,
11002000100630014,110020449,19-02-2018 12:11:17 PM,1,0,-101,20,X,,,,
11002000100630014,110020450,19-02-2018 12:11:52 PM,1,0,-101,20,X,,,,
11002000100630014,110020451,19-02-2018 12:12:09 PM,1,0,-101,20,X,,,,
11002000100630010,110020452,19-02-2018 12:13:22 PM,1,0,-101,20,X,,,,
11002000100630010,110020453,19-02-2018 12:13:54 PM,1,0,-101,20,X,,,,
11002000100630010,110020454,19-02-2018 12:14:34 PM,1,0,-101,20,X,,,,
11002000100630010,110020455,19-02-2018 12:14:55 PM,1,0,-101,20,X,,,,
11002000100600018,110020456,19-02-2018 12:16:07 PM,1,0,-101,20,X,,,,
11002000100600018,110020457,19-02-2018 12:16:45 PM,1,0,-101,20,X,,,,
11002000100600018,110020458,19-02-2018 12:16:57 PM,1,0,-101,20,X,,,,
11002000100600018,110020459,19-02-2018 12:17:09 PM,1,0,-101,20,X,,,,
11002000100600010,110020460,19-02-2018 12:17:28 PM,1,0,-101,20,X,,,,
11002000100600010,110020461,19-02-2018 12:17:41 PM,1,0,-101,20,X,,,,
11002000100600010,110020462,19-02-2018 12:17:50 PM,1,0,-101,20,X,,,,
11002000100600010,110020463,19-02-2018 12:18:00 PM,1,0,-101,20,X,,,,
11002000100600032,110020464,19-02-2018 12:18:14 PM,1,0,-101,20,X,,,,
11002000100600032,110020465,19-02-2018 12:18:23 PM,1,0,-101,20,X,,,,
11002000100600032,110020466,19-02-2018 12:18:34 PM,1,0,-101,20,X,,,,
11002000100600032,110020467,19-02-2018 12:18:45 PM,1,0,-101,20,X,,,,
11002000100610011,110020468,19-02-2018 12:19:35 PM,1,0,-101,20,X,,,,
11002000100610011,110020469,19-02-2018 12:20:17 PM,1,0,-101,20,X,,,,
11002000100610011,110020470,19-02-2018 12:20:35 PM,1,0,-101,20,X,,,,
11002000100610011,110020471,19-02-2018 12:20:44 PM,1,0,-101,20,X,,,,
11002000100610021,110020472,19-02-2018 12:21:22 PM,1,0,-101,20,X,,,,
11002000100610021,110020473,19-02-2018 12:21:50 PM,1,0,-101,20,X,,,,
11002000100610021,110020474,19-02-2018 12:22:06 PM,1,0,-101,20,X,,,,
11002000100610021,110020475,19-02-2018 12:22:23 PM,1,0,-101,20,X,,,,
11002000100610009,110020476,19-02-2018 12:22:52 PM,1,0,-101,20,X,,,,
11002000100610009,110020477,19-02-2018 12:23:50 PM,1,0,-101,20,X,,,,
11002000100610009,110020478,19-02-2018 12:24:27 PM,1,0,-101,20,X,,,,
11002000100610009,110020479,19-02-2018 12:24:51 PM,1,0,-101,20,X,,,,
11002000100620012,110020480,19-02-2018 12:44:25 PM,1,0,-101,20,X,,,,
11002000100620012,110020481,19-02-2018 12:45:11 PM,1,0,-101,20,X,,,,
11002000100620012,110020482,19-02-2018 12:45:27 PM,1,0,-101,20,X,,,,
11002000100620012,110020483,19-02-2018 12:45:38 PM,1,0,-101,20,X,,,,
11002000100620001,110020484,19-02-2018 12:45:57 PM,1,0,-101,20,X,,,,
11002000100620001,110020485,19-02-2018 12:46:06 PM,1,0,-101,20,X,,,,
11002000100620001,110020486,19-02-2018 12:46:20 PM,1,0,-101,20,X,,,,
11002000100620001,110020487,19-02-2018 12:46:32 PM,1,0,-101,20,X,,,,
11002000100620017,110020488,19-02-2018 12:46:49 PM,1,0,-101,20,X,,,,
11002000100620017,110020489,19-02-2018 12:47:01 PM,1,0,-101,20,X,,,,
11002000100620017,110020490,19-02-2018 12:47:10 PM,1,0,-101,20,X,,,,
11002000100620017,110020491,19-02-2018 12:47:31 PM,1,0,-101,20,X,,,,
11002000100670034,110020492,19-02-2018 12:47:50 PM,1,0,-101,20,X,,,,
11002000100670112,110020493,19-02-2018 12:48:00 PM,1,0,-101,20,X,,,,
11002000100670034,110020494,19-02-2018 12:48:09 PM,1,0,-101,20,X,,,,
11002000100670034,110020495,19-02-2018 12:48:19 PM,1,0,-101,20,X,,,,
11002000100670015,110020496,19-02-2018 12:48:38 PM,1,0,-101,20,X,,,,
11002000100670015,110020497,19-02-2018 12:48:48 PM,1,0,-101,20,X,,,,
11002000100670015,110020498,19-02-2018 12:48:59 PM,1,0,-101,20,X,,,,
11002000100670015,110020499,19-02-2018 12:49:13 PM,1,0,-101,20,X,,,,
11002000100670033,110020500,19-02-2018 12:49:36 PM,1,0,-101,20,X,,,,
11002000100670033,110020501,19-02-2018 12:49:47 PM,1,0,-101,20,X,,,,
11002000100670033,110020502,19-02-2018 12:49:51 PM,1,0,-101,20,X,,,,
11002000100670033,110020503,19-02-2018 12:50:01 PM,1,0,-101,20,X,,,,
11002000100670063,110020504,19-02-2018 12:50:52 PM,1,0,-101,20,X,,,,
11002000100670063,110020505,19-02-2018 12:51:01 PM,1,0,-101,20,X,,,,
11002000100670063,110020506,19-02-2018 12:51:16 PM,1,0,-101,20,X,,,,
11002000100670063,110020507,19-02-2018 12:51:29 PM,1,0,-101,20,X,,,,
11002000100520022,110020508,19-02-2018 12:52:33 PM,1,0,-101,20,X,,,,
11002000100520022,110020509,19-02-2018 12:52:46 PM,1,0,-101,20,X,,,,
11002000100520022,110020510,19-02-2018 12:53:03 PM,1,0,-101,20,X,,,,
11002000100520022,110020511,19-02-2018 12:53:18 PM,1,0,-101,20,X,,,,
11002000100520044,110020512,19-02-2018 12:53:41 PM,1,0,-101,20,X,,,,
11002000100520044,110020513,19-02-2018 12:54:37 PM,1,0,-101,20,X,,,,
11002000100520044,110020514,19-02-2018 12:54:50 PM,1,0,-101,20,X,,,,
11002000100520044,110020515,19-02-2018 12:55:01 PM,1,0,-101,20,X,,,,
11002000100530028,110020516,19-02-2018 12:55:44 PM,1,0,-101,20,X,,,,
11002000100530028,110020517,19-02-2018 12:56:10 PM,1,0,-101,20,X,,,,
11002000100530028,110020518,19-02-2018 12:56:24 PM,1,0,-101,20,X,,,,
11002000100530028,110020519,19-02-2018 12:58:25 PM,1,0,-101,20,X,,,,
11002000100530017,110020520,19-02-2018 12:58:59 PM,1,0,-101,20,X,,,,
11002000100530017,110020521,19-02-2018 12:59:23 PM,1,0,-101,20,X,,,,
11002000100530017,110020522,19-02-2018 12:59:57 PM,1,0,-101,20,X,,,,
11002000100530017,110020523,19-02-2018 1:00:26 PM,1,0,-101,20,X,,,,
11002000100530030,110020524,19-02-2018 1:00:54 PM,1,0,-101,20,X,,,,
11002000100530030,110020525,19-02-2018 1:02:54 PM,1,0,-101,20,X,,,,
11002000100530030,110020526,19-02-2018 1:03:17 PM,1,0,-101,20,X,,,,
11002000100530030,110020527,19-02-2018 1:03:35 PM,1,0,-101,20,X,,,,
11002000100540034,110020528,19-02-2018 1:04:50 PM,1,0,-101,20,X,,,,
11002000100540034,110020529,19-02-2018 1:05:14 PM,1,0,-101,20,X,,,,
11002000100540034,110020530,19-02-2018 1:05:33 PM,1,0,-101,20,X,,,,
11002000100540034,110020531,19-02-2018 1:05:45 PM,1,0,-101,20,X,,,,
11002000100540028,110020532,19-02-2018 1:06:41 PM,1,0,-101,20,X,,,,
11002000100540028,110020533,19-02-2018 1:07:03 PM,1,0,-101,20,X,,,,
11002000100540028,110020534,19-02-2018 1:10:16 PM,1,0,-101,20,X,,,,
11002000100540028,110020535,19-02-2018 1:10:41 PM,1,0,-101,20,X,,,,
11002000100540018,110020536,19-02-2018 1:15:45 PM,1,0,-101,20,X,,,,
11002000100540018,110020537,19-02-2018 1:16:09 PM,1,0,-101,20,X,,,,
11002000100540018,110020538,19-02-2018 1:16:40 PM,1,0,-101,20,X,,,,
11002000100540018,110020539,19-02-2018 1:16:55 PM,1,0,-101,20,X,,,,
11002000100550005,110020540,19-02-2018 1:17:12 PM,1,0,-101,20,X,,,,
11002000100550005,110020541,19-02-2018 1:17:23 PM,1,0,-101,20,X,,,,
11002000100550005,110020542,19-02-2018 1:17:34 PM,1,0,-101,20,X,,,,
11002000100550005,110020543,19-02-2018 1:17:47 PM,1,0,-101,20,X,,,,
11002000100550007,110020544,19-02-2018 1:18:05 PM,1,0,-101,20,X,,,,
11002000100550007,110020545,19-02-2018 1:18:23 PM,1,0,-101,20,X,,,,
11002000100550007,110020546,19-02-2018 1:18:37 PM,1,0,-101,20,X,,,,
11002000100550007,110020547,19-02-2018 1:18:58 PM,1,0,-101,20,X,,,,
11002000100590026,110020548,19-02-2018 1:19:53 PM,1,0,-101,20,X,,,,
11002000100590026,110020549,19-02-2018 1:20:05 PM,1,0,-101,20,X,,,,
11002000100590026,110020550,19-02-2018 1:20:14 PM,1,0,-101,20,X,,,,
11002000100590026,110020551,19-02-2018 1:20:25 PM,1,0,-101,20,X,,,,
11002000100590014,110020552,19-02-2018 1:20:40 PM,1,0,-101,20,X,,,,
11002000100590014,110020553,19-02-2018 1:21:10 PM,1,0,-101,20,X,,,,
11002000100590014,110020554,19-02-2018 1:21:37 PM,1,0,-101,20,X,,,,
11002000100590014,110020555,19-02-2018 1:21:54 PM,1,0,-101,20,X,,,,
11002000100560057,110020556,19-02-2018 1:22:38 PM,1,0,-101,20,X,,,,
11002000100560057,110020557,19-02-2018 1:23:20 PM,1,0,-101,20,X,,,,
11002000100560057,110020558,19-02-2018 1:23:58 PM,1,0,-101,20,X,,,,
11002000100560057,110020559,19-02-2018 1:24:27 PM,1,0,-101,20,X,,,,
11002000100560008,110020560,19-02-2018 1:24:44 PM,1,0,-101,20,X,,,,
11002000100560008,110020561,19-02-2018 1:25:14 PM,1,0,-101,20,X,,,,
11002000100560008,110020562,19-02-2018 1:26:03 PM,1,0,-101,20,X,,,,
11002000100560008,110020563,19-02-2018 1:26:34 PM,1,0,-101,20,X,,,,
11002000100510019,110020564,19-02-2018 1:29:08 PM,1,0,-101,20,X,,,,
11002000100510019,110020565,19-02-2018 1:29:49 PM,1,0,-101,20,X,,,,
11002000100510019,110020566,19-02-2018 1:30:10 PM,1,0,-101,20,X,,,,
11002000100510019,110020567,19-02-2018 1:30:41 PM,1,0,-101,20,X,,,,
11002000100510171,110020568,19-02-2018 1:31:33 PM,1,0,-101,20,X,,,,
11002000100510171,110020569,19-02-2018 1:33:00 PM,1,0,-101,20,X,,,,
11002000100510171,110020570,19-02-2018 1:33:21 PM,1,0,-101,20,X,,,,
11002000100510171,110020571,19-02-2018 1:33:35 PM,1,0,-101,20,X,,,,
11002000100510159,110020572,19-02-2018 1:34:24 PM,1,0,-101,20,X,,,,
11002000100510159,110020573,19-02-2018 1:34:38 PM,1,0,-101,20,X,,,,
11002000100510159,110020574,19-02-2018 1:34:48 PM,1,0,-101,20,X,,,,
11002000100510159,110020575,19-02-2018 1:35:08 PM,1,0,-101,20,X,,,,
11002000100510214,110020576,19-02-2018 1:36:38 PM,1,0,-101,20,X,,,,
11002000100510214,110020577,19-02-2018 1:37:14 PM,1,0,-101,20,X,,,,
11002000100510214,110020578,19-02-2018 1:37:41 PM,1,0,-101,20,X,,,,
11002000100510108,110020579,19-02-2018 1:38:09 PM,1,0,-101,20,X,,,,
11002000100510007,110020580,19-02-2018 1:38:45 PM,1,0,-101,20,X,,,,
11002000100510007,110020581,19-02-2018 1:39:19 PM,1,0,-101,20,X,,,,
11002000100510007,110020582,19-02-2018 1:39:43 PM,1,0,-101,20,X,,,,
11002000100510007,110020583,19-02-2018 1:39:59 PM,1,0,-101,20,X,,,,
11002000100510028,110020584,19-02-2018 1:40:27 PM,1,0,-101,20,X,,,,
11002000100510028,110020585,19-02-2018 1:40:54 PM,1,0,-101,20,X,,,,
11002000100510028,110020586,19-02-2018 1:43:51 PM,1,0,-101,20,X,,,,
11002000100510028,110020587,19-02-2018 1:44:04 PM,1,0,-101,20,X,,,,
11002000100640022,110020588,19-02-2018 1:46:35 PM,1,0,-101,20,X,,,,
11002000100640024,110020589,19-02-2018 1:46:58 PM,1,0,-101,20,X,,,,
11002000100640024,110020590,19-02-2018 1:47:14 PM,1,0,-101,20,X,,,,
11002000100640022,110020591,19-02-2018 1:47:29 PM,1,0,-101,20,X,,,,
11002000100640012,110020592,19-02-2018 1:48:07 PM,1,0,-101,20,X,,,,
11002000100640012,110020593,19-02-2018 1:48:44 PM,1,0,-101,20,X,,,,
11002000100640012,110020594,19-02-2018 1:49:18 PM,1,0,-101,20,X,,,,
11002000100640012,110020595,19-02-2018 1:49:46 PM,1,0,-101,20,X,,,,
11002000100650003,110020596,19-02-2018 1:53:18 PM,1,0,-101,20,X,,,,
11002000100650003,110020597,19-02-2018 1:54:00 PM,1,0,-101,20,X,,,,
11002000100650003,110020598,19-02-2018 1:54:18 PM,1,0,-101,20,X,,,,
11002000100650003,110020599,19-02-2018 1:54:44 PM,1,0,-101,20,X,,,,
11002000100650031,110020600,19-02-2018 1:55:07 PM,1,0,-101,20,X,,,,
11002000100650031,110020601,19-02-2018 1:55:29 PM,1,0,-101,20,X,,,,
11002000100650031,110020602,19-02-2018 1:56:23 PM,1,0,-101,20,X,,,,
11002000100650031,110020603,19-02-2018 1:56:39 PM,1,0,-101,20,X,,,,
11002000100700034,110020604,19-02-2018 1:57:22 PM,1,0,-101,20,X,,,,
11002000100700034,110020605,19-02-2018 1:57:46 PM,1,0,-101,20,X,,,,
11002000100700034,110020606,19-02-2018 1:58:04 PM,1,0,-101,20,X,,,,
11002000100700034,110020607,19-02-2018 1:59:36 PM,1,0,-101,20,X,,,,
11002000100700016,110020608,19-02-2018 1:59:53 PM,1,0,-101,20,X,,,,
11002000100700016,110020609,19-02-2018 2:01:16 PM,1,0,-101,20,X,,,,
11002000100700016,110020610,19-02-2018 2:01:45 PM,1,0,-101,20,X,,,,
11002000100700016,110020611,19-02-2018 2:01:56 PM,1,0,-101,20,X,,,,
11002000100690008,110020612,19-02-2018 2:02:22 PM,1,0,-101,20,X,,,,
11002000100690008,110020613,19-02-2018 2:02:34 PM,1,0,-101,20,X,,,,
11002000100690008,110020614,19-02-2018 2:03:59 PM,1,0,-101,20,X,,,,
11002000100690008,110020615,19-02-2018 2:04:29 PM,1,0,-101,20,X,,,,
11002000100690017,110020616,19-02-2018 2:05:15 PM,1,0,-101,20,X,,,,
11002000100690017,110020617,19-02-2018 2:05:45 PM,1,0,-101,20,X,,,,
11002000100690017,110020618,19-02-2018 2:06:01 PM,1,0,-101,20,X,,,,
11002000100690017,110020619,19-02-2018 2:06:20 PM,1,0,-101,20,X,,,,
11002000100720019,110020620,19-02-2018 2:08:26 PM,1,0,-101,20,X,,,,
11002000100720019,110020621,19-02-2018 2:08:44 PM,1,0,-101,20,X,,,,
11002000100720019,110020622,19-02-2018 2:08:58 PM,1,0,-101,20,X,,,,
11002000100720019,110020623,19-02-2018 2:09:15 PM,1,0,-101,20,X,,,,
11002000100710034,110020624,19-02-2018 2:09:40 PM,1,0,-101,20,X,,,,
11002000100710034,110020625,19-02-2018 2:09:54 PM,1,0,-101,20,X,,,,
11002000100710034,110020626,19-02-2018 2:10:11 PM,1,0,-101,20,X,,,,
11002000100710034,110020627,19-02-2018 2:10:24 PM,1,0,-101,20,X,,,,
11002000100710026,110020628,19-02-2018 2:12:49 PM,1,0,-101,20,X,,,,
11002000100710026,110020629,19-02-2018 2:13:02 PM,1,0,-101,20,X,,,,
11002000100710026,110020630,19-02-2018 2:13:16 PM,1,0,-101,20,X,,,,
11002000100710026,110020631,19-02-2018 2:13:31 PM,1,0,-101,20,X,,,,
11002000100720011,110020632,19-02-2018 2:14:14 PM,1,0,-101,20,X,,,,
11002000100720011,110020633,19-02-2018 2:15:22 PM,1,0,-101,20,X,,,,
11002000100720011,110020634,19-02-2018 2:15:37 PM,1,0,-101,20,X,,,,
